YNL328C,4
YLR049C,4
YMR078C,1
YOL144W,1
YDR400W,1
YKL129C,1
YNL310C,1
YOL006C,1
YBR088C,1
YGL055W,6
YML125C,1
YNL188W,1
YGL201C,1
YNL078W,4
YKL165C,1
YOR066W,5
YBR200W,1
YIL122W,4
YFR027W,1
YDR198C,1
YHR061C,5
YNL077W,1
YLR194C,2
YNL274C,5
YHR086W,3
YOR346W,1
YAL007C,1
YLR120C,6
YOR342C,1
YFL052W,3
YPL158C,2
YDL010W,1
YDL018C,3
YDL127W,7
YMR032W,2
YDR481C,1
YJL218W,1
YDR503C,1
YDR308C,1
YPR156C,4
YOR228C,4
YJL118W,1
YML072C,1
YDR346C,1
YBR139W,1
YOR056C,3
YOR321W,1
YBR054W,6
YPR106W,1
YNL273W,5
YGL021W,4
YML052W,4
YPL267W,5
YDR389W,1
YBR241C,1
YDL102W,1
YDR480W,1
YNL056W,4
YER018C,1
YLL002W,1
YEL016C,1
YJL079C,1
YER003C,1
YOR064C,6
YML061C,1
YNR067C,1
YNL015W,1
YDR097C,1
YIL050W,4
YBL029W,4
YOR262W,3
YMR299C,1
YLR045C,1
YFR053C,1
YJL044C,1
YAL053W,3
YLR326W,1
YDR227W,1
YLR032W,1
YOR127W,1
YKL045W,1
YOR315W,1
YDR440W,1
YDR517W,1
YDL101C,5
YNL024C,1
YNL058C,4
YDR147W,5
YOR049C,4
YBL003C,5
YER111C,5
YNL102W,1
YKL048C,1
YML060W,1
YKL113C,5
YOL007C,5
YDR219C,1
YGL028C,4
YPL058C,4
YOR373W,5
YKL078W,3
YDR113C,5
YDR493W,1
YJR076C,1
YCR042C,1
YPL124W,1
YPR018W,3
YBL069W,1
YMR253C,4
YPR119W,4
YGR152C,2
YDL039C,1
YLR183C,1
YAR007C,1
YBR202W,1
YOR058C,1
YMR132C,1
YOR284W,1
YPL061W,6
YHR148W,1
YDL044C,1
YJL115W,5
YAR008W,1
YGR189C,7
YML027W,5
YPR175W,1
YER118C,7
YNL151C,1
YPL127C,5
YDL153C,1
YHR046C,1
YLR050C,1
YNL014W,3
YEL066W,4
YEL047C,3
YKR010C,1
YLR313C,1
YMR048W,1
YIL106W,1
YPR183W,2
YJL194W,5
YPR111W,1
YLL022C,1
YKL069W,1
YOR347C,1
YNL141W,12
YDL095W,1
YMR163C,1
YFL025C,1
YHR031C,1
YPL141C,1
YHR092C,1
YOR084W,4
YHR127W,1
YLR457C,1
YGR140W,3
YPR184W,1
YOR018W,4
YHR146W,1
YJL073W,1
YOR319W,1
YLR209C,1
YMR011W,4
YDL138W,1
YDR325W,1
YMR144W,1
YHR188C,1
YLR288C,1
YER031C,6
YOR083W,1
YKL101W,8
YDR055W,3
YNL327W,4
YOL158C,1
YAL034W,1
YLR383W,1
YDR309C,7
YHR159W,1
YDR020C,1
YIR010W,3
YGL216W,1
YIL101C,1
YJL217W,1
YDR324C,1
YDL197C,1
YJL157C,1
YBR067C,4
YAL059W,1
YJL173C,12
YEL064C,1
YMR305C,7
YER153C,3
YBL009W,1
YHL028W,4
YML064C,6
YNL309W,1
YLR342W,5
YDR146C,5
YJL051W,5
YDL074C,3
YGR143W,4
YPL163C,7
YOR101W,3
YGL037C,1
YMR102C,1
YNL031C,1
YFR039C,3
YBL010C,1
YNL304W,1
YOR025W,1
YER158C,4
YAR018C,10
YKL096W,4
YOR129C,1
YIL132C,1
YDR297W,3
YML065W,1
YCR065W,5
YDR180W,1
YML100W,4
YCL061C,1
YJR053W,1
YLR386W,1
YHR023W,2
YGR145W,6
YBR130C,1
YBL004W,7
YNL298W,7
YOR033C,1
YGL101W,1
YER001W,5
YLR151C,1
YKR041W,4
YDR033W,4
YHR153C,3
YOR176W,1
YNL308C,1
YBR242W,1
YER011W,4
YOR372C,5
YOL154W,4
YNL160W,4
YBR157C,4
YJR057W,1
YKL185W,2
YNL262W,1
YGR238C,9
YDL022W,4
YNL312W,3
YLL032C,1
YPR135W,7
YGL200C,1
YDR279W,1
YGR222W,5
YLL028W,1
YNL173C,3
YER095W,3
YJL105W,4
YKR013W,7
YMR179W,5
YLR381W,1
YEL032W,10
YIL158W,4
YOL069W,1
YBR267W,1
YNL289W,7
YFL054C,1
YNL300W,1
YKL116C,1
YLR237W,1
YGL207W,3
YDR488C,1
YLR297W,3
YMR233W,1
YDL003W,5
YKL062W,4
YER032W,6
YER019W,1
YMR031C,2
YOL090W,1
YDL164C,1
YNL055C,3
YGL038C,5
YGR230W,3
YLR042C,4
YCL014W,1
YDL028C,1
YJR092W,4
YGL175C,1
YDR507C,5
YPL153C,1
YML034W,1
YDR326C,3
YER170W,1
YPR149W,4
YPL208W,1
YLR274W,10
YMR076C,1
YPL269W,1
YHR110W,1
YBR071W,2
YNL192W,7
YPL155C,1
YJL181W,1
YKL067W,1
YPR075C,7
YKL164C,2
YIR034C,2
YFR001W,1
YGR113W,1
YDR130C,3
YGR070W,1
YNL068C,1
YMR294W,1
YLL021W,1
YGL094C,1
YLR276C,1
YMR117C,1
YPL255W,1
YGL093W,1
YNL165W,1
YBR010W,1
YDR356W,1
YPL183C,1
YPR174C,1
YOR368W,11
YCR086W,1
YGR068C,1
YFL008W,1
YDR225W,5
YGR108W,4
YER140W,1
YKL042W,1
YBR042C,1
YER152C,1
YBL067C,1
YER070W,5
YGR041W,7
YLR234W,1
YLR353W,7
YBR275C,1
YBR161W,4
YCR024C,1
YDR224C,5
YOL012C,2
YDR083W,1
YNL032W,1
YJL137C,1
YDR518W,1
YKL089W,1
YBL031W,1
YPR120C,7
YBR138C,1
YDL105W,3
YLR003C,1
YBR162C,4
YGR289C,1
YER104W,1
YDR501W,1
YJL019W,1
YBR098W,1
YEL017W,1
YDR089W,1
YEL061C,1
YNL166C,1
YML058W,1
YNL072W,1
YJL159W,4
YIL026C,5
YDR307W,1
YLR455W,1
YJL042W,1
YGL126W,1
YHR143W,1
YMR198W,3
YOL011W,2
YGL089C,1
YKL209C,4
YGR109C,5
YKL130C,1
YNL088W,1
YER150W,3
YIL140W,1
YOR104W,1
YCL024W,14
YBL063W,14
YBR009C,1
YLR210W,1
YOL017W,1
YMR003W,1
YKL183W,1
YOR073W,1
YIL159W,1
YAL040C,4
YDR465C,4
YPR004C,1
YMR199W,5
YOL070C,1
YOR144C,1
YKL008C,5
YAL025C,1
YOR264W,1
YDL093W,1
YPL241C,1
YKR077W,1
YIL009W,2
YBR015C,6
YJR154W,1
YML102W,4
YJR147W,9
YCR090C,1
YNL233W,1
YKL092C,1
YMR001C,4
YNL263C,1
YOR081C,1
YPL116W,1
YOR114W,1
YOR274W,3
YCL040W,1
YML119W,10
YHR154W,3
YBL002W,5
YGL061C,1
YHR149C,5
YMR251W,4
YOR195W,1
YDL156W,1
YBR083W,7
YBR123C,1
YNL082W,1
YOL014W,1
YBL005W,1
YBR086C,3
YBL023C,1
YJL074C,1
YJL084C,1
YLR233C,1
YDR179W,1
YIL131C,1
YOR001W,12
YNL046W,1
YER139C,1
YNL172W,3
YJL078C,1
YJR155W,1
YLR437C,3
YBR184W,3
YDL227C,4
YBR073W,1
YNL110C,1
YOR374W,1
YKR021W,1
YDR514C,1
YNL283C,3
YBR085C,4
YOR008C,1
YOL019W,1
YLR079W,1
YPL014W,1
YGL116W,4
YNL176C,3
YPL256C,1
YGR044C,1
YGR221C,5
YGR099W,3
YKL108W,1
YLR286C,4
YML085C,1
YMR009W,1
YDR191W,10
YJR003C,1
YNR009W,5
YER016W,1
YLR057W,1
YDL211C,1
YHR005C,7
YJL091C,1
YDL063C,1
YOR288C,1
YHR172W,1
YBR070C,2
YER124C,3
YBL052C,1
YOL124C,3
YOR229W,4
YMR006C,1
YDR348C,1
YML020W,1
YBL035C,1
YGL162W,4
YDL179W,2
