YBR267W,1
YBR098W,1
YOR104W,1
YJR155W,1
YHR153C,4
YCL063W,5
YJL042W,1
YPL057C,1
YGL216W,1
YBR085C,6
YOR368W,17
YOR018W,1
YDR083W,1
YPL124W,1
YLR342W,3
YNL328C,1
YJL074C,5
YLR183C,1
YDL105W,1
YER118C,3
YNL151C,1
YML102W,6
YNL192W,3
YNL126W,1
YDR488C,1
YKR010C,1
YBR071W,1
YDL197C,1
YOR288C,1
YGR042W,1
YEL047C,7
YER170W,1
YIL159W,12
YPR141C,1
YEL066W,6
YDR227W,1
YPR183W,1
YDR481C,1
YLL002W,1
YDR307W,1
YJR147W,9
YPL241C,5
YOL144W,1
YKR013W,3
YDR400W,1
YCL027W,3
YDR179W,1
YNL031C,5
YBL067C,1
YDR279W,1
YBL002W,5
YBR015C,18
YKR077W,5
YLR131C,1
YKR081C,1
YDR324C,1
YGR153W,1
YIR010W,1
YER070W,3
YJR092W,3
YJL157C,1
YPR135W,3
YER016W,1
YCL014W,1
YLR079W,1
YLR254C,1
YOR373W,3
YFR027W,1
YPR075C,3
YDR501W,1
YLR273C,2
YOR101W,4
YOR176W,1
YDR348C,1
YML058W,1
YMR032W,5
YNL032W,1
YDL103C,1
YPL163C,3
YCL040W,1
YMR215W,3
YAL022C,14
YOR114W,1
YNL310C,1
YHR154W,4
YOL019W,1
YGR041W,3
YML100W,6
YOR073W,1
YMR031C,5
YKL116C,1
YJL115W,3
YKR041W,7
YNL283C,3
YOR313C,1
YML052W,3
YJR043C,5
YAR008W,5
YGR238C,9
YPL183C,1
YLR237W,1
YFL025C,1
YLR313C,1
YHR188C,1
YPL208W,1
YGL055W,18
YLR353W,3
YDR356W,1
YML060W,1
YBR070C,1
YDL156W,1
YOR023C,1
YOL101C,4
YDR113C,3
YMR132C,1
YLR050C,1
YPR018W,1
YBL003C,5
YDL101C,3
YLR386W,5
YOR372C,3
YPR156C,6
YPL253C,1
YER152C,1
YFR039C,5
YHR146W,1
YPL061W,11
YDR297W,5
YML061C,1
YKL163W,1
YNL308C,1
YMR048W,1
YNL056W,7
YIL158W,15
YOR081C,1
YIL140W,5
YOR262W,1
YNL304W,1
YDL028C,1
YLR103C,3
YNL030W,5
YBR161W,1
YER011W,6
YMR078C,5
YJL019W,1
YLR194C,1
YAR007C,5
YNL176C,5
YML065W,1
YKL130C,1
YMR006C,1
YMR190C,1
YDR097C,5
YPR184W,12
YKR021W,1
YDL227C,3
YNL078W,1
YML125C,1
YMR251W,6
YDR346C,1
YOR066W,7
YDL211C,1
YOR084W,6
YMR144W,1
YIL106W,1
YGR289C,1
YGL162W,6
YBR086C,8
YOR319W,1
YHR143W,1
YOR315W,1
YJL044C,1
YAL040C,2
YGR070W,1
YMR163C,1
YFL052W,5
YMR199W,3
YJR003C,1
YLR120C,18
YDL102W,1
YOL124C,4
YNL068C,1
YER140W,1
YJL084C,1
YBR123C,1
YNL015W,1
YDL074C,1
YNR004W,1
YBR139W,3
YPL256C,1
YHR061C,3
YPL058C,6
YLR209C,5
YOR342C,1
YBL023C,1
YBL063W,4
YLR003C,1
YPR106W,1
YOR083W,1
YMR011W,6
YNL233W,1
YOR264W,1
YDL138W,1
YIL131C,5
YDL117W,14
YBR162C,3
YGL116W,3
YHR152W,7
YEL016C,5
YOR144C,1
YOL006C,1
YBR202W,1
YNR067C,1
YLR032W,1
YJL078C,1
YDL127W,3
YPL255W,1
YDL044C,1
YOR127W,1
YHR110W,5
YDL039C,1
YKL113C,3
YKL052C,1
YBR242W,1
YEL061C,1
YDR089W,7
YNL298W,3
YDL022W,7
YNL274C,3
YER114C,18
YGR221C,3
YNL312W,4
YHR031C,5
YER031C,1
YGR108W,3
YBR073W,1
YNL072W,1
YPL014W,5
YCL024W,11
YLR049C,1
YDR493W,1
YFR001W,1
YGL200C,1
YKL062W,6
YBR042C,1
YGR099W,14
YIL167W,1
YER095W,3
YBR184W,4
YDR514C,1
YJR053W,1
YKL129C,1
YER018C,1
YIL050W,1
YMR198W,3
YPR175W,5
YKL045W,1
YCL061C,5
YDR451C,3
YGR152C,1
YPL127C,3
YKL096W,6
YOL154W,15
YPL267W,5
YBL052C,1
YAL007C,1
YOR033C,1
YOR058C,1
YNL088W,1
YDR219C,1
YDR191W,2
YJL187C,3
YMR001C,7
YDR507C,3
YOR056C,1
YJR154W,1
YDR528W,7
YOR229W,1
YHR092C,7
YKL067W,1
YBL097W,1
YMR183C,5
YNL024C,1
YML064C,16
YLR288C,1
YLL028W,1
YML119W,2
YBL031W,1
YLR121C,7
YLR212C,1
YJR116W,1
YDR480W,1
YER111C,3
YBR275C,1
YNL273W,3
YLR382C,1
YLR437C,6
YGR189C,3
YGL175C,1
YNL262W,1
YOR025W,1
YJL118W,1
YFL008W,1
YDL010W,1
YGL126W,1
YHR086W,3
YGR143W,7
YJL105W,6
YLL032C,1
YDL093W,1
YNL289W,3
YEL032W,2
YGL101W,1
YDR308C,1
YML027W,3
YMR305C,3
YDR326C,1
YDR263C,3
YER124C,3
YDR225W,3
YKL209C,7
YER003C,1
YLL021W,1
YPL158C,1
YBL029W,6
YGL089C,1
YBL010C,1
YNL166C,1
YER019W,1
YBL035C,5
YNL300W,1
YDR389W,1
YML034W,1
YER001W,6
YBL005W,1
YJL079C,1
YHR159W,1
YOL017W,1
YFL017C,1
YHR005C,3
YLL022C,1
YBL032W,1
YLR042C,3
YLR457C,1
YKL042W,1
YIL101C,1
YPR149W,6
YAL025C,1
YBL009W,1
YGR230W,1
YGR044C,1
YCR065W,3
YGR177C,1
YLR190W,7
YLR045C,1
YBR083W,3
YAL034W,1
YMR253C,2
YLR286C,6
YOR049C,6
YML020W,1
YIL011W,6
YKL069W,1
YMR009W,1
YBR130C,1
YGL037C,1
YFL054C,1
YLR383W,1
YEL017W,1
YGR113W,1
YGR014W,3
YLR234W,1
YNR009W,3
YKL164C,1
YPL141C,1
YGL021W,7
YMR076C,1
YJL218W,1
YLR057W,1
YNL160W,6
YJL217W,1
YLR455W,1
YNL046W,1
YHR148W,1
YER150W,1
YBR009C,5
YBR255W,5
YBR157C,6
YDR224C,3
YPR111W,1
YKL048C,1
YDR147W,7
YPL153C,5
YKL092C,1
YGR062C,1
YDR130C,1
YER104W,1
YOR347C,1
YNL077W,5
YIL132C,1
YDR309C,3
YBR067C,6
YDR020C,1
YOR228C,1
YKL089W,1
YMR003W,1
YJL091C,1
YJL051W,7
YDR440W,1
YML072C,1
YDR146C,7
YOR074C,3
YNL263C,1
YBR054W,6
YOR346W,1
YNL188W,1
YNL058C,7
YBR088C,1
YPL269W,1
YAL053W,4
YJL196C,7
YKL008C,5
YOL070C,1
YKL101W,10
YDL179W,1
YOR129C,1
YNL172W,6
YKL078W,4
YDR325W,1
YBR241C,1
YDR055W,4
YOR284W,7
YJL194W,7
YPL155C,5
YGR222W,3
YBR010W,5
YER032W,1
YNL082W,1
YJL181W,1
YDR180W,1
YPR174C,5
YJL137C,1
YNL014W,1
YGL093W,1
YIL122W,7
YDL095W,1
YOL014W,1
YBL069W,16
YPR119W,3
YOR273C,1
YAR018C,2
YLR233C,1
YER158C,7
YJL159W,6
YGR188C,1
YBR138C,3
YMR179W,3
YPR004C,1
YKL185W,1
YMR117C,3
YNL165W,1
YGL027C,1
YAR003W,1
YLR381W,1
YDR198C,1
YHL028W,3
YNL309W,1
YDR033W,6
YNL110C,1
YBR158W,6
YPL116W,5
YCR086W,1
YML085C,1
YOR064C,18
YNL173C,6
YDR503C,1
YOL158C,1
YMR102C,7
YCR024C,1
YMR299C,1
YER153C,1
YOR001W,2
YIR034C,2
YNL329C,1
YOL012C,1
YGL201C,1
YER139C,1
YGR145W,11
YNL327W,1
YGL061C,1
YIL009W,1
YDL063C,1
YJL173C,2
YOL069W,1
