"YKL116C" 4
"YKL164C" 2
"YLR079W" 2
"YNL078W" 1
"YNL327W" 1
"YIL009W" 4
"YER158C" 1
"YNR067C" 1
"YOL011W" 2
"YOR264W" 1
"YBR067C" 3
"YBR158W" 2
"YDR055W" 2
"YEL066W" 3
"YGR044C" 1
"YGR062C" 3
"YJL218W" 2
"YNL173C" 4
"YNL192W" 2
"YOL006C" 3
"YOR342C" 3
"YGR289C" 1
"YLR194C" 2
"YMR251W-A" 2
"YGL055W" 2
"YLR049C" 2
"YIL159W" 2
"YOR374W" 2
"YBR071W" 3
"YER111C" 2
"YKL163W" 2
"YOR347C" 1
"YDL102W" 2
"YKR077W" 2
"YPR018W" 2
"YDR309C" 2
"YGL028C" 2
"YHR149C" 2
"YJL217W" 2
"YLR457C" 3
"YNL310C" 3
"YDL022W" 1
"YDL103C" 2
"YDL127W" 3
"YDL156W" 3
"YDR279W" 2
"YDR528W" 1
"YGL037C" 2
"YGR238C" 2
"YJL196C" 3
"YJR043C" 1
"YNL274C" 2
"YPL014W" 4
"YBL010C" 1
"YDL105W" 1
"YFR027W" 4
"YGL207W" 4
"YGR041W" 1
"YJR057W" 4
"YKL045W" 4
"YKL108W" 2
"YLR233C" 2
"YMR179W" 4
"YNL082W" 2
"YNL309W" 2
"YOR144C" 1
"YBL035C" 2
"YBR098W" 2
"YCL024W" 4
"YDL227C" 1
"YDR440W" 2
"YGR109C" 4
"YGR152C" 1
"YJL181W" 3
"YLR032W" 1
"YLR382C" 4
"YML020W" 1
"YML102W" 3
"YNL273W" 2
"YNL304W" 2
"YOR033C" 4
"YPR175W" 3
"YAR003W" 1
"YAR008W" 4
"YDL164C" 3
"YDR481C" 1
"YER153C" 4
"YHR159W" 3
"YIL101C" 3
"YJL074C" 2
"YJL078C" 1
"YNL233W" 4
"YPR120C" 2
"YPR174C" 1
"YPR184W" 3
"YDR097C" 2
"YER124C" 2
"YGL126W" 2
"YJL115W" 1
"YJR154W" 4
"YJR155W" 2
"YLL002W" 2
"YLR212C" 2
"YMR011W" 2
"YNL015W" 3
"YNL077W" 2
"YNL262W" 2
"YOR284W" 2
"YPL267W" 3
"YPR135W" 2
"YAR007C" 2
"YBR073W" 2
"YCL061C" 3
"YDR307W" 1
"YER170W" 2
"YFL008W" 3
"YFL054C" 2
"YGL038C" 2
"YGL089C" 2
"YLR103C" 2
"YLR120C" 2
"YLR286C" 1
"YLR313C" 3
"YMR048W" 1
"YNL102W" 3
"YOL017W" 1
"YOR288C" 2
"YOR368W" 1
"YPL153C" 2
"YBR088C" 4
"YCL027W" 2
"YDL003W" 1
"YDR507C" 1
"YDR517W" 4
"YER070W" 2
"YER152C" 2
"YJL073W" 4
"YKL113C" 3
"YOL090W" 3
"YBR070C" 2
"YDL018C" 2
"YEL064C" 2
"YGR221C" 4
"YHR127W" 2
"YHR153C" 1
"YIL026C" 2
"YLR121C" 2
"YLR234W" 2
"YLR386W" 2
"YML027W" 3
"YML060W" 3
"YPL057C" 2
"YPL255W" 2
"YBR275C" 2
"YCL040W" 2
"YCR065W" 2
"YDR400W" 3
"YDR503C" 1
"YER095W" 4
"YGR153W" 2
"YHR143W" 4
"YHR188C" 2
"YJL019W" 2
"YLL022C" 3
"YLR183C" 3
"YNL072W" 1
"YNL312W" 2
"YOL019W" 2
"YDR348C" 4
"YJL091C" 2
"YKL042W" 3
"YMR076C" 2
"YNL289W" 4
"YOR074C" 2
"YPL208W" 2
"YPL241C" 4
"YPL256C" 2
"YBR042C" 3
"YDL010W" 3
"YDL197C" 1
"YDL211C" 1
"YER104W" 2
"YGR189C" 3
"YHR154W" 2
"YIL140W" 3
"YJL187C" 4
"YMR078C" 2
"YMR199W" 4
"YNL055C" 2
"YNL165W" 1
"YOL007C" 4
"YOR114W" 1
"YOR176W" 1
"YOR321W" 2
"YHR110W" 2
"YIL132C" 1
"YKL089W" 1
"YKL092C" 1
"YKL165C" 2
"YML100W" 2
"YPL124W" 2
"YBR161W" 3
"YDL101C" 1
"YDR518W" 1
"YGL027C" 2
"YJL173C" 4
"YJR116W" 2
"YLR383W" 2
"YNL263C" 1
"YOR008C" 2
"YEL047C" 4
"YKL101W" 2
"YKR013W" 3
"YLR042C" 2
"YML061C" 2
"YDL093W" 1
"YFL052W" 3
"YGL175C" 1
"YLR151C" 2
"YLR381W" 4
"YPL163C" 2
"YAL034W-A" 2
"YAL053W" 3
"YDR263C" 4
"YDR501W" 2
"YER001W" 2
"YFR053C" 3
"YKL067W" 3
"YLR050C" 3
"YNL300W" 4
"YPR183W" 2
"YGL061C" 1
"YJL042W" 2
"YBR241C" 2
"YER118C" 3
"YGL094C" 2
"YOR195W" 2
"YPR075C" 3
"YDR480W" 1
"YLR326W" 2
"YDL095W" 4
"YDR297W" 2
"YDR488C" 2
"YER016W" 1
"YGR188C" 2
"YHR092C" 2
"YKL008C" 3
"YPR106W" 1
"YDR113C" 1
"YER003C" 2
"YMR305C" 2
"YBR015C" 3
"YLR342W" 3
"YAL007C" 3
"YGL093W" 3
"YMR144W" 3
"YNL088W" 2
"YOR081C" 2
"YOR083W" 3
"YOR084W" 2
"YDR356W" 3
"YFL025C" 2
"YGR014W" 2
"YLL021W" 1
"YBL009W" 2
"YGL200C" 2
"YGR140W" 2
"YNL283C" 2
"YOR373W" 3
"YHR061C" 1
"YHR172W" 4
"YNL030W" 2
"YNL166C" 3
"YPL127C" 4
"YBL002W" 2
"YDR225W" 2
"YER019W" 4
"YBL031W" 2
"YBR010W" 4
"YDR224C" 2
"YJL118W" 2
"YNL031C" 2
"YMR117C" 2
"YPR141C" 2
"YBL003C" 4
"YEL061C" 2
"YNL014W" 2
"YNL126W" 2
"YER018C" 2
"YHR086W" 4
"YBR162C" 2
"YGR099W" 2
"YJR147W" 2
"YLR045C" 3
"YNR009W" 2
"YBL063W" 2
"YBR009C" 3
"YIR034C" 1
"YBR184W" 4
"YMR006C" 1
"YOR372C" 2
"YJR053W" 1
"YKL096W" 1
"YPL269W" 2
"YDR451C" 1
"YLR455W" 3
"YMR215W" 2
"YPL116W" 2
"YCR086W" 2
"YGR113W" 1
"YOR073W" 1
"YDR219C" 4
"YKR010C" 2
"YLR209C" 3
"YMR163C" 4
"YML085C" 4
"YEL017W" 1
"YGL216W" 2
"YLR288C" 3
"YER011W" 2
"YIR010W" 2
"YJL105W" 1
"YKL052C" 2
"YLR210W" 2
"YMR003W" 1
"YNL176C" 3
"YOL012C" 2
"YMR198W" 1
"YPL253C" 2
"YER032W" 2
"YIL131C" 3
"YLR437C" 1
"YBL097W" 4
"YDR179W-A" 2
"YGL101W" 3
"YJR076C" 2
"YKL048C" 4
"YKL069W" 2
"YMR190C" 1
"YDL028C" 1
"YDR130C" 2
"YDR227W" 1
"YEL016C" 2
"YHR031C" 4
"YHR146W" 4
"YJL137C" 1
"YPR004C" 2
"YIL050W" 1
"YBL032W" 2
"YDR325W" 1
"YBR130C" 2
"YDR326C" 3
"YKR041W" 4
"YML072C" 2
"YDR089W" 2
"YBL052C" 2
"YBL069W" 2
"YFL017C" 2
"YML065W" 2
"YML125C" 1
"YCL014W" 3
"YCL063W" 4
"YER114C" 2
"YLL032C" 2
"YML052W" 3
"YNL068C" 2
"YBR086C" 4
"YML058W" 2
"YMR299C" 2
"YDR147W" 2
"YDR346C" 2
"YOR129C" 1
"YBR123C" 2
"YGL021W" 2
"YIL011W" 2
"YJR092W" 3
"YKL183W" 1
"YOL069W" 2
"YPR111W" 2
"YDR146C" 2
"YDR389W" 4
"YGR108W" 4
"YIL158W" 1
"YLR353W" 3
"YOR315W" 1
"YPL155C" 4
"YBL029W" 3
"YBR138C" 2
"YBR242W" 1
"YFR039C" 2
"YLR131C" 2
"YML034W" 2
"YMR001C" 2
"YPR119W" 2
"YDL074C" 3
"YMR132C" 2
"YMR183C" 3
"YOR025W" 1
"YPL141C" 1
"YHR023W" 1
"YJL051W" 1
"YOR058C" 1
"YOR104W" 2
"YOR346W" 2
"YBL005W" 1
"YIL106W" 2
"YKL130C" 3
"YLR190W" 2
"YMR102C" 2
"YOR056C" 2
"YOR064C" 1
"YDR514C" 4
"YHL028W" 3
"YNL172W" 1
"YOL124C" 4
"YBR267W" 1
"YGR145W" 4
"YKL078W" 2
"YLL028W" 2
"YML064C" 2
"YMR032W" 2
"YNL024C" 2
"YNL151C" 4
"YOR313C" 4
"YPR156C" 4
"YCR024C-A" 2
"YDL063C" 2
"YIL122W" 3
"YJR003C" 4
"YKR021W" 1
"YKR081C" 2
"YLR003C" 2
"YNR004W" 3
"YDR020C" 1
"YHR148W" 1
"YLR057W" 1
"YNL056W" 4
"YNL058C" 3
"YNL141W" 4
"YNL308C" 2
"YOR101W" 3
"YPL058C" 1
"YBR255W" 2
"YER031C" 2
"YER140W" 2
"YGL116W" 1
"YIL092W" 2
"YML119W" 3
"YOL014W" 2
"YOL158C" 2
"YBL004W" 4
"YDR324C" 3
"YGR177C" 2
"YLR276C" 3
"YMR009W" 1
"YMR294W" 2
"YOL144W" 2
