"YKL116C" 4
"YKL164C" 3
"YLR079W" 3
"YNL078W" 2
"YNL327W" 2
"YIL009W" 4
"YER158C" 2
"YNR067C" 3
"YOL011W" 5
"YOR264W" 2
"YBR067C" 1
"YBR158W" 3
"YDR055W" 3
"YEL066W" 5
"YGR044C" 2
"YGR062C" 1
"YJL218W" 3
"YNL173C" 4
"YNL192W" 3
"YOL006C" 1
"YOR342C" 3
"YGR289C" 2
"YLR194C" 4
"YMR251W-A" 3
"YGL055W" 5
"YLR049C" 3
"YIL159W" 3
"YOR374W" 3
"YBR071W" 3
"YER111C" 3
"YKL163W" 5
"YOR347C" 2
"YDL102W" 3
"YKR077W" 3
"YPR018W" 3
"YDR309C" 3
"YGL028C" 3
"YHR149C" 5
"YJL217W" 4
"YLR457C" 1
"YNL310C" 3
"YDL022W" 3
"YDL103C" 5
"YDL127W" 3
"YDL156W" 3
"YDR279W" 3
"YDR528W" 2
"YGL037C" 5
"YGR238C" 5
"YJL196C" 1
"YJR043C" 2
"YNL274C" 4
"YPL014W" 4
"YBL010C" 2
"YDL105W" 2
"YFR027W" 4
"YGL207W" 4
"YGR041W" 3
"YJR057W" 4
"YKL045W" 4
"YKL108W" 4
"YLR233C" 3
"YMR179W" 4
"YNL082W" 3
"YNL309W" 4
"YOR144C" 3
"YBL035C" 3
"YBR098W" 3
"YCL024W" 4
"YDL227C" 2
"YDR440W" 3
"YGR109C" 4
"YGR152C" 3
"YJL181W" 3
"YLR032W" 3
"YLR382C" 4
"YML020W" 3
"YML102W" 5
"YNL273W" 3
"YNL304W" 3
"YOR033C" 4
"YPR175W" 1
"YAR003W" 3
"YAR008W" 4
"YDL164C" 5
"YDR481C" 2
"YER153C" 4
"YHR159W" 1
"YIL101C" 1
"YJL074C" 5
"YJL078C" 2
"YNL233W" 4
"YPR120C" 5
"YPR174C" 2
"YPR184W" 5
"YDR097C" 3
"YER124C" 3
"YGL126W" 3
"YJL115W" 2
"YJR154W" 4
"YJR155W" 3
